Customer_Key,Recency,Frequency,Monetary,RFM_Score,Churn_Risk,Predicted_Risk_Label,Recommended_Intervention
BODH GAYA_BIHAR,71,1,1338.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BODHAN_TELANGANA,19,6,4241.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BODINAYAKANUR, THENI DT_TAMIL NADU",83,1,376.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BODINAYAKANUR_TAMIL NADU,22,8,4330.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BODRI_CHHATTISGARH,82,1,295.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BODUPPAL, HYDERABAD - 92_TELANGANA",34,1,1523.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BODUPPAL_TELANGANA,58,1,563.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BOINCHI_WEST BENGAL,7,1,1192.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOISAR_MAHARASHTRA,4,25,15549.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOKAJAN_ASSAM,69,2,939.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BOKAKHAT_ASSAM,57,3,2180.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOKARO STEEL CITY_JHARKHAND,3,86,62347.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOKARO THERMAL TOWNSHIP_JHARKHAND,2,3,1754.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOKARO THERMAL_JHARKHAND,33,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BOKARO_JHARKHAND,22,3,2751.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOKO_ASSAM,30,1,771.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BOLPUR_WEST BENGAL,2,25,16589.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOMDILA_ARUNACHAL PRADESH,74,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BOMMURU RAJAHMUNDRY_ANDHRA PRADESH,17,1,434.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BONAIGARH_ODISHA,77,2,1116.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BONDA,BANARPAL_ODISHA",79,1,1112.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BONGAIGAON IOCL TOWNSHIP_ASSAM,76,1,665.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BONGAIGAON RPCL TOWNSHIP_ASSAM,24,1,1091.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BONGAIGAON_ASSAM,6,13,7748.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BONGAON_WEST BENGAL,3,2,1221.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOOTHAPANDI_TAMIL NADU,45,3,1730.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOPAL AHMEDABAD_GUJARAT,59,1,801.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BOPODI PUNE_MAHARASHTRA,65,1,690.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BORAI_WEST BENGAL,4,1,1163.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BORAWAR_RAJASTHAN,77,1,824.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BORDI_MAHARASHTRA,75,1,419.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BORIM_GOA,2,3,1487.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BORIVALI (W), MUMBAI_MAHARASHTRA",11,1,786.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BORIVALI EAST, MUMBAI_MAHARASHTRA",84,1,574.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BORIVALI WEST MUMBAI_MAHARASHTRA,36,1,382.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BORIVALI WEST, MUMBAI_MAHARASHTRA",27,1,376.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BORIVALI WEST, MUNBAI_MAHARASHTRA",17,1,345.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BORIVALI,MUMBAI_MAHARASHTRA",41,1,449.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BORIVALI-WEST, MUMBAI_MAHARASHTRA",31,1,373.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BORKA_ASSAM,2,1,499.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BORLI PANCHTAN_MAHARASHTRA,10,4,2015.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BORSAD_GUJARAT,27,3,1811.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOTAD_GUJARAT,15,1,1281.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BOUDH_ODISHA,20,4,2482.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BRAHMAPURI_MAHARASHTRA,51,3,1894.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BRAHMAPUR_ODISHA,24,3,1731.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BRAHMAVAR, UDUPI_KARNATAKA",58,1,825.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BRAHMAVAR_KARNATAKA,68,3,1158.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BRAJARAJNAGAR_ODISHA,9,3,2638.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BRAMHAPURI_MAHARASHTRA,58,1,597.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BRG SHANGRI-LA  INDORE_MADHYA PRADESH,61,1,549.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BUCHIREDDIPALEM, NELLORE_ANDHRA PRADESH",49,2,1418.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BUCHIREDDIPALEM_ANDHRA PRADESH,25,12,5403.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BUDAMANGALAM , THIRUVARUR DISTRICT_TAMIL NADU",84,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUDAUN_UTTAR PRADESH,19,21,12772.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BUDGAM_JAMMU & KASHMIR,3,7,4009.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BUDGE BUDGE_WEST BENGAL,3,10,7110.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BUDHANA_UTTAR PRADESH,57,1,1093.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUDHLADA_PUNJAB,14,1,533.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"BUDHUWARI , KORBA_CHHATTISGARH",3,1,1068.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUDNI_MADHYA PRADESH,75,1,599.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUHANA_RAJASTHAN,25,1,666.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BULANDSHAHR_UTTAR PRADESH,7,27,18421.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BULDANA_MAHARASHTRA,6,4,1868.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BULDHANA_MAHARASHTRA,43,2,870.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUNDIA_ODISHA,69,1,499.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUNGAL_PUNJAB,2,8,7887.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BURARI_DELHI,20,1,292.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BURDWAN_WEST BENGAL,1,69,44781.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BURHANPUR_MADHYA PRADESH,7,14,8664.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BURHAR_MADHYA PRADESH,46,2,1324.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
BURLA_ODISHA,2,11,8663.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BUTIBORI MIDC,_MAHARASHTRA",18,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUTIBORI MIDC_MAHARASHTRA,4,3,2870.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"BUTIBORI, NAGPUR_MAHARASHTRA",15,1,471.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUTIBORI_MAHARASHTRA,11,9,5013.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BUTTAYAGUDEM_ANDHRA PRADESH,64,1,721.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BUXAR_BIHAR,14,16,14014.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BYADGI_KARNATAKA,42,1,666.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BYASANAGAR_ODISHA,11,10,5864.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
BYATRYANPURA_KARNATAKA,78,1,259.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
BYPASSROAD KONDAPURAM_ANDHRA PRADESH,60,1,487.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
C.C.C NASPUR_TELANGANA,55,1,581.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CACHAR_ASSAM,63,3,1995.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"CALANGUTE, BARDEZ_GOA",85,2,1271.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CALANGUTE_GOA,1,18,12738.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CALAPOR_GOA,23,9,4887.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CALCUTTA_WEST BENGAL,57,2,895.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CALICUT DIST_KERALA,5,1,799.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CALICUT KUNNAMANGALAM_KERALA,67,1,463.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CALICUT MEDICAL COLLEGE_KERALA,90,1,0.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CALICUT_KERALA,6,17,10225.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"CAMURLIM, BARDEZ_GOA",65,1,591.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CANACONA_GOA,4,13,8773.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CANDOLIM_GOA,9,5,2601.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CANSAULIM_GOA,18,2,866.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CARANZALEM - TISWADI_GOA,30,1,999.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CARANZALEM, PANJIM_GOA",32,1,528.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CARMONA_GOA,76,1,737.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CARONA, ALDONA_GOA",66,1,540.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CASNE-AMBEREM-POROSCADEM VP_GOA,88,1,969.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CBD BELAPUR , NAVI MUMBAI_MAHARASHTRA",4,1,869.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CBD BELAPUR NAVI MUMBAI_MAHARASHTRA,37,1,648.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CBD BELAPUR,NAVI MUMBAI_MAHARASHTRA",76,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CBD BELAPUR_MAHARASHTRA,8,2,584.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CENTRAL DELHI_DELHI,20,6,4376.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHABUA_ASSAM,83,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAGALLU_ANDHRA PRADESH,19,4,2196.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAIBASA_JHARKHAND,13,17,10781.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAINPUR_JHARKHAND,88,1,353.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKAN_MAHARASHTRA,47,7,3963.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAKAPARA_WEST BENGAL,58,1,1093.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKDAHA_WEST BENGAL,13,9,5689.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAKIA CHANDAULU_UTTAR PRADESH,51,1,885.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKIA PIPRA_BIHAR,69,1,1133.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKIA_BIHAR,71,1,1115.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKIA_UTTAR PRADESH,10,2,635.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAKLUWA KALADHUNGI_UTTARAKHAND,21,1,799.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKMANO_UTTAR PRADESH,66,1,1149.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKRADHARPUR_JHARKHAND,20,7,3883.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"CHAKRATA ROAD, DEHRADUN_UTTARAKHAND",54,1,735.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAKSU_RAJASTHAN,48,4,3729.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"CHALAKUDY , THRISSUR_KERALA",74,5,4314.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHALAKUDY_KERALA,10,30,20687.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHALLAKERE_KARNATAKA,5,2,1089.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHALLAPALLE_ANDHRA PRADESH,8,4,2027.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHALTHAN_GUJARAT,3,4,2953.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHALTIA_WEST BENGAL,15,2,825.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"CHAMARAJANAGAR, DISTRICT AND SUBDISTRICT_KARNATAKA",61,1,523.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMARAJANAGARA_KARNATAKA,36,2,1130.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAMARAJANAGAR_KARNATAKA,1,15,8839.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAMBA_HIMACHAL PRADESH,7,37,17365.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAMBA_UTTARAKHAND,82,1,856.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMBENAHALLI SARJAPURA ROAD BANGLORE_KARNATAKA,54,2,1016.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMKAUR SAHIB_PUNJAB,86,1,349.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMOLI_UTTARAKHAND,17,1,664.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CHAMPAKULAM, ALAPPUZHAA_KERALA",69,1,435.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMPAWAT_UTTARAKHAND,13,6,4712.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHAMPA_CHHATTISGARH,8,1,376.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMPDANI_WEST BENGAL,57,2,568.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMPUA_ODISHA,7,1,664.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHAMRAIL_WEST BENGAL,6,3,2973.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANCHAL_WEST BENGAL,5,4,2967.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"CHANDANAGAR, HYDERABAD_TELANGANA",46,2,664.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CHANDANNAGAR, DISTRICT - HOOGHLY_WEST BENGAL",33,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CHANDANNAGAR, HOOGHLY_WEST BENGAL",13,1,518.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDANNAGAR_WEST BENGAL,18,16,8008.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDAPURA_KARNATAKA,29,1,382.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDAULI_UTTAR PRADESH,20,7,4790.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDAUSI DIST.SAMBHAL_UTTAR PRADESH,55,1,435.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDAUSI_UTTAR PRADESH,3,12,8022.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDERI_MADHYA PRADESH,68,1,476.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDGAD_MAHARASHTRA,2,2,2150.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDI MANDIR_HARYANA,2,9,7302.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDIAGARH_CHANDIGARH,84,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDIGARH - 160023_CHANDIGARH,78,1,1432.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDIGARHCHANDIGARH_CHANDIGARH,11,2,691.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDIGARH_CHANDIGARH,1,284,191255.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDIGARH_PUNJAB,23,3,1728.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
CHANDIGAR_CHANDIGARH,62,4,886.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDIL_JHARKHAND,58,1,376.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDIPUR MALDAH DISTRICT_WEST BENGAL,78,1,625.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CHANDKHEDA, AHMEDABAD_GUJARAT",56,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
CHANDKHEDA_GUJARAT,58,2,1003.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"CHANDLODIA, AHMEDABAD_GUJARAT",46,1,475.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
